Year,Manufacturer,Region,MilesDriven,FuelType,SellerType,TransmissionType,PrevOwnerCount,SeatCount,MPG,Power(bhp),EnginePower(CC),SellingPrice($)
2018,1,1,5328.8776960000005,0,1,1,1,5,43.99,88.7,1199,680000
2009,2,1,150371.782,1,0,1,4,7,30.11,102.0,2494,650000
2017,1,1,18641.13,0,1,1,1,5,41.16,88.7,1199,819999
2016,10,3,37282.26,1,1,0,1,5,51.18,188.0,1995,2950000
2016,2,1,16777.017,1,1,1,1,7,32.18,147.51,2393,1925000
2017,1,1,24233.469,1,1,1,1,5,59.98,98.6,1498,885000
2015,3,2,39767.744,0,1,0,1,5,37.75,110.4,1499,680000
2017,3,2,26097.582,1,1,1,1,5,54.1,98.96,1498,960000
2012,1,1,27961.695,0,1,1,1,5,43.51,86.8,1198,385000
2015,3,2,39767.744,1,1,0,1,7,26.81,153.86,2953,1275000
2016,9,3,42874.599,0,1,0,1,5,40.46,103.6,1197,675000
2016,3,2,37282.26,1,1,1,1,5,53.56,98.59,1498,780000
2015,8,3,65243.955,1,1,0,2,5,31.1,241.4,2967,2700000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2015,1,1,31068.55,0,0,0,1,5,44.69,88.7,1199,575000
2018,5,2,49709.68,1,0,1,1,5,40.22,170.0,1956,1675000
2018,6,3,11184.678,0,1,0,1,5,35.38,183.0,1991,2550000
2017,6,3,9941.936,0,1,0,1,5,34.67,181.04,1991,2700000
2017,9,3,11691.716736,0,1,1,1,5,39.99,73.75,1198,650000
2017,2,1,20517.049049,1,1,1,1,7,32.18,147.8,2393,1748999
2017,1,1,11184.678,0,1,0,1,5,36.69,116.3,1497,925000
2019,2,1,5998.715634,0,1,0,1,5,46.01,81.8,1197,894999
2016,2,1,26198.865473,1,1,0,2,7,26.72,171.5,2755,1525000
2016,10,3,18641.13,1,1,0,1,5,53.37,190.0,1995,2150000
2013,2,1,43495.97,1,0,1,2,8,30.55,100.0,2494,910000
2013,1,1,43495.97,1,0,1,1,5,60.69,98.6,1498,425000
2010,4,2,49709.68,0,0,1,2,5,42.34,62.0,995,80000
2019,1,1,31068.55,1,0,1,2,7,51.51,98.6,1498,1100000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2018,3,2,49709.68,1,0,1,1,5,54.1,98.96,1498,950000
2013,4,2,62137.1,1,0,1,3,7,42.81,73.8,1248,350000
2018,2,1,14912.904,1,0,1,1,8,32.18,147.8,2393,2064000
2013,1,1,24854.84,1,0,1,2,5,60.69,98.6,1498,420000
2013,4,2,42253.228,1,0,1,2,5,59.84,57.6,936,175000
2018,1,1,9320.565,0,0,0,1,5,42.57,88.7,1199,750000
2015,2,1,78292.746,1,0,1,3,5,50.41,87.2,1364,790000
2011,2,1,186411.3,1,0,1,3,7,30.11,102.0,2494,830000
2015,1,1,58408.874,1,0,1,2,7,57.63,98.6,1498,650000
2015,2,1,80156.859,1,0,1,3,5,50.41,87.2,1364,780000
2019,3,2,24854.84,1,0,1,1,5,54.1,98.96,1498,869999
2008,2,1,37282.26,0,0,1,2,5,31.52,125.0,1794,150000
2004,1,1,38525.002,0,0,1,2,5,30.58,90.0,1343,50000
2010,10,3,37282.26,1,0,0,1,5,39.35,218.0,1995,1000000
2013,4,2,62137.1,1,0,1,2,5,51.98,76.9,1248,225000
2008,4,2,62137.1,0,0,1,3,5,42.34,62.0,995,65000
2019,3,2,9963.062614,1,1,1,1,5,51.04,98.96,1498,950000
2012,3,2,96958.73084,1,1,1,1,5,47.04,68.0,1399,250000
2004,3,2,58045.371965,1,1,1,1,7,30.81,141.0,2499,400000
2008,10,3,75807.262,1,0,0,2,5,43.47,177.0,1995,1100000
2011,4,2,42575.719549,0,1,1,1,5,38.1,62.1,995,130000
2019,3,2,18641.13,1,0,1,1,5,54.1,98.96,1498,906000
2011,3,2,52816.535,1,0,1,1,5,47.04,68.0,1399,160000
2006,1,1,49709.68,0,0,1,2,5,39.75,100.0,1497,150000
2013,2,1,74564.52,1,0,1,1,5,55.49,67.06,1364,451000
2014,6,3,37282.26,1,0,0,2,5,30.58,201.1,2143,1850000
2015,2,1,80778.23,1,0,0,1,7,29.52,168.5,2982,1900000
2017,1,1,9320.565,0,0,1,1,5,41.16,88.7,1199,700000
2017,5,2,42951.027633,1,1,1,1,5,40.22,170.0,1956,1650000
2012,1,1,16155.646,0,0,1,1,5,45.63,86.8,1198,376000
2017,3,2,48171.165404,1,1,1,1,5,53.39,89.84,1498,875000
2019,8,3,4846.6938,0,1,0,0,5,35.89,187.74,1798,6223000
2019,8,3,7145.7665,0,1,0,0,5,35.89,187.74,1798,5923000
2019,8,3,14664.3556,0,1,0,0,5,35.89,187.74,1798,6523000
2010,2,1,136701.62,1,0,1,2,7,27.05,171.0,2982,1050000
2016,1,1,25476.211,0,0,1,1,5,43.99,88.7,1199,500000
2015,9,3,74564.52,1,0,1,2,5,47.84,103.2,1498,515000
2010,2,1,93827.02100000001,1,0,1,2,7,27.05,171.0,2982,800000
2008,4,2,62137.1,0,0,1,3,5,42.34,62.0,995,65000
2015,2,1,43495.97,1,0,1,1,7,30.55,100.6,2494,1050000
2013,2,1,68350.81,1,0,1,2,8,30.55,100.6,2494,800000
2002,2,1,180197.59,1,0,1,1,10,30.81,75.0,2446,229999
2010,1,1,45981.454,0,0,1,2,5,30.11,177.6,2354,300000
2015,1,1,74564.52,1,0,1,1,7,56.92,98.6,1498,670000
2007,1,1,86991.94,0,0,1,1,5,41.63,78.0,1497,210000
2005,1,1,80778.23,0,0,1,1,5,30.58,90.0,1343,55000
2014,11,1,24854.84,1,0,1,1,5,44.71,108.5,1461,475000
2015,3,2,31068.55,1,0,1,1,5,53.56,98.59,1498,600000
2017,3,2,24854.84,0,0,1,2,5,42.71,86.8,1196,370000
2011,2,1,43495.97,0,0,1,1,5,41.4,88.7,1496,345000
2007,1,1,74564.52,0,0,1,2,5,41.63,78.0,1497,138000
2019,9,3,4349.597,0,0,1,1,5,44.17,75.0,999,565000
2017,3,2,18641.13,1,0,1,1,5,60.76,99.0,1498,600000
2011,4,2,43495.97,0,0,1,1,5,42.34,62.0,995,165000
2011,1,1,65243.955,0,0,1,1,5,39.99,118.0,1497,421000
2013,11,1,74564.52,1,0,1,1,5,50.9,84.8,1461,350000
2018,5,2,14912.904,1,0,1,1,5,40.22,170.0,1956,1757000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2011,14,3,37282.26,1,0,1,1,5,47.75,75.0,1248,300000
2006,1,1,62137.1,0,0,1,2,5,41.63,78.0,1497,200000
2006,1,1,62137.1,0,0,1,2,5,41.63,78.0,1497,220000
2010,3,2,68350.81,1,0,1,2,5,47.04,68.0,1399,200000
2015,2,1,12427.42,1,0,1,1,7,29.52,168.5,2982,2000000
2015,3,2,55923.39,1,0,1,1,5,53.56,98.59,1498,610000
2016,10,3,18641.13,0,0,0,2,5,36.95,189.0,1998,2500000
2016,3,2,18641.13,1,0,1,1,5,51.04,98.96,1498,725000
2011,4,2,18641.13,0,0,1,1,5,42.34,62.0,995,150000
2014,2,1,124274.2,1,0,1,1,5,55.49,67.04,1364,409999
2006,1,1,74564.52,0,0,1,2,5,41.63,78.0,1497,180000
2011,3,2,55923.39,1,0,1,2,5,47.04,68.0,1399,225000
2009,8,3,74564.52,1,0,0,3,7,28.39,241.4,2967,1025000
2018,9,3,11184.678,1,0,1,1,5,50.95,108.62,1498,560000
2019,3,2,1615.5646,1,0,1,1,5,54.1,98.96,1498,960000
2015,1,1,74564.52,1,0,1,1,5,60.69,98.6,1498,365000
2008,7,1,74564.52,1,0,1,3,5,34.81,68.0,1998,165000
2018,3,2,9320.565,0,0,1,1,5,42.71,86.8,1196,590000
2014,2,1,49709.68,1,0,1,2,8,30.55,100.6,2494,720000
2013,1,1,62137.1,1,0,1,1,5,60.69,98.6,1498,325000
2013,9,3,43495.97,1,0,1,2,5,51.91,73.9,1199,365000
2007,6,3,74564.52,0,0,0,1,5,27.52,178.0,1796,500000
2014,2,1,69593.552,1,0,1,2,8,30.55,100.6,2494,900000
2014,2,1,75185.891,1,0,1,3,7,30.55,100.6,2494,700000
2006,2,1,55923.39,0,0,1,3,5,31.52,125.0,1794,150000
2016,10,3,24854.84,1,0,0,1,5,42.62,190.0,1995,3200000
2013,2,1,273403.24,1,0,1,2,7,30.55,100.6,2494,750000
2016,3,2,37282.26,0,0,1,1,5,42.71,86.8,1196,350000
2016,2,1,55923.39,1,0,1,1,8,30.55,100.6,2494,1200000
2017,9,3,12427.42,0,0,1,1,5,39.99,73.75,1198,550000
2012,9,3,93205.65,1,0,1,2,5,48.31,103.6,1598,300000
2012,9,3,68350.81,1,0,1,2,5,46.34,103.6,1598,400000
2013,3,2,142915.33,1,0,1,1,5,47.04,68.1,1399,229999
2010,4,2,37282.26,0,0,1,1,5,43.75,79.4,1199,140000
2018,11,1,29825.808,1,0,1,1,5,46.74,83.14,1461,850000
2004,2,1,55923.39,0,0,1,2,5,31.52,125.0,1794,135000
2006,1,1,37282.26,0,0,1,3,5,27.99,144.0,2354,200000
2019,1,1,809.646413,0,1,1,1,5,41.87,86.7,1198,690000
2018,8,3,19759.5978,1,1,0,1,5,40.01,188.0,1968,3975000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2019,6,3,10563.307,0,1,0,1,5,35.28,194.4,1991,5200000
2018,10,3,6213.71,1,1,0,1,5,52.88,187.74,1995,4000000
2016,8,3,28583.066,1,1,0,1,5,42.93,187.74,1968,1898999
2017,1,1,32311.292,0,1,0,1,5,28.23,187.4,2354,1650000
2014,9,3,68350.81,1,0,1,2,5,47.37,88.8,1498,400000
2012,9,3,59030.245,1,0,1,1,5,46.34,103.6,1598,400000
2013,9,3,43495.97,1,0,1,2,5,47.37,88.5,1498,350000
2014,2,1,49709.68,1,0,0,2,7,29.52,168.7,2982,1400000
2016,1,1,18641.13,1,0,1,1,5,64.21,98.6,1498,500000
2016,4,2,9320.565,0,0,1,1,5,43.75,76.8,1199,300000
2018,3,2,13048.791,1,0,1,1,5,60.76,99.0,1498,650000
2016,1,1,15534.275,0,0,1,1,5,43.99,88.7,1199,475000
2017,3,2,24854.84,1,0,1,4,5,53.56,98.59,1498,625000
2016,4,2,18641.13,0,0,1,1,5,43.75,76.8,1199,310000
2019,1,1,3106.855,0,0,1,1,5,45.87,88.76,1199,670000
2016,2,1,68350.81,1,0,1,1,7,32.18,147.8,2393,1800000
2018,1,1,21747.985,0,0,1,1,5,41.16,88.7,1199,900000
2016,2,1,68350.81,1,0,1,2,7,32.18,147.8,2393,1700000
2009,2,1,177090.73500000002,1,0,1,3,8,30.11,102.0,2494,530000
2015,1,1,31068.55,0,0,1,1,5,40.93,117.3,1497,800000
2018,11,1,21747.985,1,0,1,1,5,53.42,84.8,1461,670000
2017,1,1,79529.895661,1,1,1,1,5,59.98,98.6,1498,675000
1999,7,1,123031.458,1,0,1,2,5,34.81,68.0,1998,150000
2016,9,3,37282.26,0,0,1,1,5,39.99,73.75,1198,400000
2017,5,2,54369.9625,1,0,1,1,5,40.22,170.0,1956,1550000
2011,1,1,68350.81,0,0,1,3,5,39.52,116.4,1497,450000
2011,9,3,62137.1,1,0,1,2,5,48.31,103.6,1598,370000
2012,3,2,74564.52,1,0,1,1,5,55.28,88.7,1498,390000
2012,10,3,59651.616,1,1,0,2,5,46.15,190.0,1998,925000
2011,3,2,15534.275,0,1,1,1,5,42.71,86.8,1196,245000
2011,6,3,55923.39,1,1,0,1,5,35.14,204.0,2143,1000000
2013,4,2,22990.727,0,1,1,1,7,32.22,98.79,1399,350000
2006,2,1,155342.75,1,0,1,1,7,30.11,102.0,2494,1050000
2010,4,2,55923.39,1,0,1,2,5,43.04,147.9,1991,270000
2013,4,2,68350.81,0,0,1,2,5,43.75,79.4,1199,140000
2014,9,3,24854.84,1,0,1,3,5,47.37,88.8,1498,575000
2012,9,3,62137.1,1,0,1,2,5,48.31,103.6,1598,400000
2010,4,2,37282.26,0,0,1,2,5,30.34,102.5,1598,225000
2012,3,2,43495.97,1,0,1,1,5,43.75,67.0,1388,300000
2015,14,3,37282.26,1,0,1,2,5,48.22,91.72,1248,459999
2016,3,2,21747.985,1,0,1,2,5,53.56,98.59,1498,825000
2014,9,3,55923.39,1,0,1,1,5,48.31,103.6,1598,575000
2010,2,1,264704.04600000003,1,0,1,1,7,30.11,102.0,2494,950000
2012,14,3,47845.567,1,0,1,1,5,47.98,91.7,1248,300000
2007,1,1,74564.52,0,0,1,2,5,41.63,78.0,1497,210000
2010,3,2,18641.13,0,0,1,1,5,36.69,70.0,1196,400000
2015,1,1,86991.94,1,0,1,2,5,59.04,98.6,1498,700000
2013,4,2,43495.97,1,0,1,1,5,59.84,57.6,936,170000
2011,4,2,27340.324,0,0,1,2,5,37.63,63.0,995,95000
2012,4,2,43495.97,1,0,1,2,5,59.84,57.6,936,165000
2012,3,2,37282.26,1,0,1,1,5,47.04,68.0,1399,225000
2013,6,3,56855.4465,1,1,0,1,5,23.52,170.0,2148,1925000
2019,3,2,16155.646,1,1,1,1,5,54.1,98.96,1498,1050000
2017,1,1,35977.380900000004,1,1,1,1,7,51.51,98.6,1498,940000
2012,2,1,96312.505,1,1,1,1,8,30.11,102.0,2494,911000
2016,9,3,41010.486,1,1,1,1,5,47.37,88.8,1498,540000
2014,1,1,74564.52,1,0,1,1,7,56.92,98.6,1498,490000
2013,11,1,56793.3094,0,0,0,2,5,45.49,76.0,1198,310000
2014,4,2,49709.68,1,0,1,2,7,42.81,73.8,1248,450000
2011,9,3,77671.375,1,0,1,4,5,48.31,103.6,1598,275000
2006,1,1,110914.72350000001,0,0,1,3,5,41.63,78.0,1497,200000
2012,11,1,103147.586,1,0,1,2,5,54.29,63.1,1461,229999
2011,9,3,81399.601,1,0,1,4,5,48.31,103.6,1598,280000
2018,1,1,12427.42,0,0,1,1,5,42.81,88.7,1199,600000
2016,1,1,37282.26,0,0,1,2,5,43.51,86.8,1198,411000
2013,8,3,68350.81,1,0,0,1,5,40.25,174.33,1968,1200000
2016,4,2,19883.872,1,0,1,1,8,42.81,73.74,1248,535000
2015,3,2,88856.053,1,0,1,1,5,60.76,99.0,1498,400000
2012,2,1,63379.842000000004,1,0,1,2,8,30.11,102.0,2494,800000
2011,2,1,68350.81,0,0,1,1,5,41.4,88.73,1496,300000
2008,9,3,74564.52,1,0,0,1,5,33.64,140.0,1968,585000
2018,3,2,15534.275,1,0,1,1,5,54.1,98.96,1498,900000
2011,3,2,24854.84,1,0,1,2,5,47.04,68.0,1399,229999
2012,3,2,43495.97,1,0,1,1,5,47.04,68.0,1399,300000
2011,4,2,49709.68,1,0,1,2,5,43.04,147.9,1991,409999
2013,4,2,84506.456,1,0,1,2,7,42.81,73.8,1248,355000
2010,4,2,130487.91,1,0,1,4,9,28.7,105.3,1994,409999
2015,9,3,55923.39,1,0,1,1,5,47.37,88.8,1498,550000
2007,1,1,68350.81,0,0,1,3,5,41.63,78.0,1497,170000
2015,3,2,43495.97,1,0,1,1,5,60.76,99.0,1498,433000
2010,2,1,62137.1,1,0,1,1,7,27.05,171.0,2982,1200000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2014,11,1,55923.39,1,0,1,2,5,48.1,83.8,1461,490000
2017,4,2,55923.39,0,0,1,1,5,41.87,76.8,1199,350000
2019,1,1,21747.985,0,0,1,1,5,41.16,88.7,1199,580000
2018,2,1,31068.55,1,0,1,1,7,33.49,174.5,2755,3200000
2012,3,2,39767.744,1,0,1,2,5,41.87,67.0,1399,300000
2015,4,2,31068.55,0,0,1,1,5,42.81,82.4,1199,350000
2014,1,1,44738.712,1,1,1,1,5,61.16,98.6,1498,560000
2015,3,2,49709.68,1,0,1,1,5,60.76,99.0,1498,480000
2017,3,2,37282.26,1,0,1,1,5,53.56,98.59,1498,900000
2017,2,1,74564.52,1,0,1,2,5,55.49,67.04,1364,650000
2015,11,1,68350.81,1,0,1,1,5,48.1,83.8,1461,1000000
2008,3,2,124389.153635,0,0,1,1,5,39.05,68.0,1388,136000
2016,3,2,62137.1,1,0,1,1,5,60.76,99.0,1498,515000
2009,4,2,121167.345,1,0,1,2,10,34.81,80.0,2499,295000
2016,1,1,13670.162,0,0,1,1,5,41.87,117.3,1497,925000
2009,3,2,37282.26,0,0,1,3,5,35.99,101.0,1596,210000
2011,3,2,43495.97,1,0,1,2,5,47.04,68.0,1399,170000
2014,1,1,86991.94,1,0,1,1,5,59.04,98.6,1498,650000
2018,9,3,16777.017,1,0,1,1,5,47.37,88.0,1498,681000
2015,1,1,107497.183,1,0,1,1,5,59.04,98.6,1498,635000
2016,1,1,53437.906,1,0,1,3,5,61.16,98.6,1498,750000
2015,1,1,49709.68,1,0,1,2,5,61.16,98.6,1498,611000
2011,4,2,55923.39,0,0,1,2,5,43.75,79.4,1199,125000
2012,4,2,24854.84,0,0,1,2,5,43.75,79.4,1199,124000
2015,4,2,31068.55,0,0,1,1,5,42.81,82.4,1199,200000
2009,1,1,43495.97,0,0,1,1,5,31.75,130.0,1799,240000
2013,4,2,31068.55,1,0,1,1,5,51.98,76.9,1248,295000
2011,3,2,77671.375,1,0,1,2,5,47.04,68.0,1399,180000
2015,1,1,18641.13,1,0,1,1,5,61.16,98.6,1498,625000
2014,1,1,47224.196,1,0,1,1,5,60.69,98.6,1498,450000
2018,2,1,21747.985,1,0,1,1,7,32.18,147.8,2393,1938000
2015,3,2,68350.81,1,0,1,1,5,53.56,98.59,1498,551000
2018,1,1,9320.565,0,0,1,1,5,41.87,86.7,1198,585000
2018,3,2,32932.663,1,0,1,1,5,54.1,98.96,1498,700000
2009,4,2,49709.68,1,0,1,2,7,27.05,147.9,1991,260000
2010,9,3,74564.52,0,0,1,2,5,33.64,160.0,1798,300000
2016,3,2,28096.532507,1,1,1,1,5,60.76,99.0,1498,400000
2013,14,3,82642.34300000001,1,0,1,1,5,47.75,75.0,1248,300000
2011,14,3,72700.407,1,0,1,2,5,47.75,75.0,1248,220000
2011,1,1,21747.985,0,0,1,1,5,39.99,118.0,1497,500000
2016,9,3,74564.52,0,0,1,2,5,38.1,74.0,1199,375000
2011,9,3,138130.7733,1,0,1,1,5,51.91,73.9,1199,220000
2013,2,1,62137.1,1,0,1,2,7,30.55,100.57,2494,625000
2015,2,1,62137.1,1,0,1,1,8,30.55,100.6,2494,850000
2015,2,1,24854.84,1,0,1,1,7,30.55,100.6,2494,1150000
2012,9,3,74564.52,1,0,1,2,5,48.31,103.6,1598,280000
2010,1,1,56544.761,0,0,1,2,5,39.99,118.0,1497,310000
2017,5,2,31068.55,1,0,1,1,5,40.22,170.0,1956,1550000
2015,14,3,41631.857,1,0,1,1,5,47.98,91.7,1248,375000
2008,1,1,74564.52,0,0,1,2,5,41.63,78.0,1497,155000
2019,9,3,6213.71,0,0,1,1,5,44.17,75.0,999,585000
2014,1,1,68350.81,1,0,1,2,5,61.16,98.6,1498,550000
2013,4,2,59820.628912,1,0,1,1,5,59.84,57.6,936,210000
2015,10,3,45981.454,1,0,0,1,5,44.41,184.0,1995,1650000
2011,2,1,104390.328,1,0,1,2,7,30.11,102.0,2494,750000
2019,3,2,4349.597,0,0,1,1,5,45.63,94.93,1194,675000
2009,3,2,68350.81,1,0,1,3,5,41.63,68.0,1399,155000
2008,2,1,95691.134,1,0,1,3,8,30.11,102.0,2494,500000
2005,2,1,59651.616,0,0,1,2,5,31.52,125.0,1794,275000
2017,2,1,21747.985,0,0,1,1,5,41.66,78.9,1197,549000
2017,1,1,31068.55,1,0,1,1,5,60.21,97.9,1498,1050000
2015,1,1,18641.13,0,0,0,1,5,42.34,117.3,1497,950000
2007,2,1,91652.2225,1,0,1,2,7,30.11,102.0,2494,270000
2013,9,3,55923.39,1,0,1,3,5,51.91,73.9,1199,280000
2007,1,1,43495.97,0,0,1,1,5,41.63,78.0,1497,220000
2010,1,1,52816.535,0,0,1,2,5,39.99,118.0,1497,380000
2017,9,3,18019.759000000002,1,0,1,1,5,51.75,108.495,1498,600000
2014,3,2,24854.84,1,0,1,2,7,30.81,141.0,2499,620000
2015,3,2,85749.198,1,0,1,1,5,53.56,98.59,1498,550000
2019,9,3,18641.13,0,0,1,2,5,45.73,75.0,999,550000
2015,1,1,74564.52,1,0,1,2,5,61.16,98.6,1498,615000
2014,2,1,68350.81,1,0,1,2,7,30.55,100.6,2494,969999
2017,2,1,24854.84,1,0,1,1,5,55.49,67.05,1364,550000
2018,1,1,18641.13,0,0,1,1,5,41.16,88.7,1199,780000
2014,3,2,49709.68,1,0,1,1,5,58.83,89.75,1498,500000
2011,10,3,26436.229195,1,1,0,1,5,46.15,190.0,1998,1075000
2013,3,2,29825.808,1,1,1,2,5,51.04,98.96,1498,475000
2014,1,1,16921.796443,1,1,1,1,5,64.45,98.63,1498,465000
2005,2,1,124274.2,1,0,1,2,8,30.11,102.0,2494,310000
2015,3,2,57570.644521,1,1,1,1,5,51.04,98.96,1498,599000
2013,9,3,43495.97,1,0,1,2,5,51.91,73.9,1199,350000
2015,2,1,49709.68,1,0,1,2,5,55.49,67.05,1364,525000
2011,3,2,31068.55,1,0,1,1,5,43.51,68.0,1399,150000
2013,10,3,37282.26,1,0,0,1,5,38.1,235.0,2993,2000000
2008,6,3,49709.68,1,0,0,2,5,34.91,170.0,2143,725000
2011,11,1,55923.39,0,0,1,2,5,42.48,75.0,1198,235000
2018,1,1,18641.13,1,0,1,1,5,59.98,98.6,1498,834000
2011,4,2,62137.1,0,0,1,3,5,43.75,79.4,1199,150000
2013,9,3,33757.222317,0,1,0,2,5,40.46,103.6,1197,453000
2016,9,3,4939.278079,0,1,1,1,5,39.99,73.75,1198,579000
2012,1,1,30562.132635,0,1,1,1,5,39.52,116.4,1497,428000
2013,9,3,36191.753895,0,1,1,1,5,38.74,73.9,1198,389000
2015,11,1,22631.574562,0,1,1,1,5,43.37,75.0,1198,346000
2011,1,1,26430.015485,0,1,1,1,5,39.28,88.8,1198,339000
2005,3,2,74564.52,1,0,1,3,5,41.87,68.0,1399,150000
2012,3,2,65466.405818,1,0,1,3,5,41.87,67.0,1399,280000
2017,1,1,24854.84,0,0,1,1,5,40.93,117.6,1497,850000
2014,1,1,24854.84,1,0,1,2,7,56.92,98.6,1498,600000
2013,4,2,43495.97,0,0,1,1,5,43.75,79.4,1199,200000
2017,2,1,43495.97,1,0,0,1,7,35.38,174.5,2755,3100000
2016,2,1,62509.9226,1,0,1,2,8,32.18,147.8,2393,1500000
2012,10,3,31068.55,1,0,0,1,5,37.85,184.0,1995,1800000
2017,6,3,29825.808,1,0,0,2,5,42.1,136.0,2143,2100000
2010,3,2,68350.81,1,0,1,3,5,41.87,68.0,1399,250000
2011,1,1,49709.68,0,0,1,3,5,39.99,118.0,1497,450000
2016,3,2,27340.324,0,0,1,1,5,42.71,86.8,1196,550000
2015,14,3,43495.97,1,0,1,1,5,47.98,91.7,1248,500000
2013,1,1,49709.68,0,0,1,2,5,39.52,116.3,1497,465000
2012,2,1,62137.1,0,0,0,1,5,34.18,138.1,1794,550000
2012,1,1,37282.26,0,0,1,1,5,45.63,86.8,1198,265000
2018,3,2,37282.26,1,0,1,1,5,57.39,98.63,1498,675000
2011,6,3,50641.7365,1,0,0,2,5,34.91,167.62,2143,1350000
2011,6,3,49709.68,1,0,0,1,5,37.16,170.0,2148,1350000
2016,3,2,18641.13,1,0,1,1,5,51.04,98.96,1498,725000
2018,9,3,24854.84,1,1,1,1,5,47.37,88.0,1498,650000
2017,9,3,18019.759000000002,1,0,1,1,5,51.75,108.495,1498,600000
2016,9,3,24854.84,0,0,1,2,5,38.1,74.0,1199,395000
2016,9,3,24854.84,0,0,1,2,5,38.1,74.0,1199,385000
2013,1,1,26384.655402,0,1,1,1,5,39.52,116.3,1497,480000
2019,3,2,1974.095667,0,1,1,1,5,43.51,94.93,1194,700000
2016,3,2,70139.737109,1,1,1,2,5,54.1,98.96,1498,570000
2013,1,1,49709.68,0,0,1,2,5,45.63,86.8,1198,300000
2018,1,1,6337.9842,0,0,1,1,5,40.93,117.6,1497,949000
2011,3,2,62137.1,0,0,1,1,5,35.99,99.6,1596,229999
2019,3,2,12427.42,0,0,1,1,5,45.63,94.93,1194,575000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2014,11,1,93205.65,1,0,1,1,5,44.71,108.5,1461,540000
2015,14,3,37282.26,0,0,1,3,5,37.16,67.1,1172,350000
2006,2,1,119303.232,1,0,1,4,8,30.11,102.0,2494,450000
2011,9,3,45882.03464,0,0,1,1,5,35.38,103.6,1598,227000
2015,9,3,74564.52,1,0,1,2,5,47.84,103.2,1498,550000
2010,9,3,49709.68,0,0,1,2,5,32.93,102.0,1595,225000
2018,2,1,37282.26,1,0,0,1,7,35.38,174.5,2755,3200000
2014,2,1,37282.26,1,0,0,1,7,25.87,170.3,2982,3500000
2014,1,1,49709.68,1,0,1,2,5,59.04,98.6,1498,750000
2011,4,2,74564.52,1,0,1,2,10,28.7,80.0,2499,350000
2019,1,1,15445.418947,0,1,0,0,5,38.81,139.46,1799,2000000
2013,11,1,31068.55,1,0,1,1,5,50.9,84.8,1461,325000
2017,1,1,24854.84,0,0,0,1,5,44.69,88.7,1199,615000
2014,1,1,43495.97,1,0,1,1,5,61.16,98.6,1498,600000
2012,4,2,49709.68,0,0,1,1,5,38.1,62.1,995,170000
2015,11,1,55923.39,1,0,1,1,5,48.1,83.8,1461,580000
2016,4,2,68350.81,1,0,1,2,7,42.81,73.74,1248,420000
2015,2,1,74564.52,1,0,1,1,7,30.55,100.6,2494,1300000
2017,1,1,31068.55,0,0,1,1,5,43.51,86.8,1198,400000
2015,1,1,55923.39,1,0,1,1,5,64.21,98.6,1498,600000
2011,3,2,91341.537,1,0,1,1,5,47.04,68.0,1399,204999
2011,2,1,155342.75,1,0,1,2,7,30.11,102.0,2494,700000
2016,3,2,42874.599,1,0,1,2,5,60.76,99.0,1498,459999
2018,3,2,27820.022412000002,1,1,1,2,5,54.1,98.96,1498,900000
2015,2,1,56544.761,1,1,0,2,7,29.52,168.5,2982,1650000
2019,5,2,13670.162,0,1,0,1,5,37.63,160.0,1368,1450000
2013,2,1,59030.245,1,1,1,1,7,30.11,102.0,2494,750000
2013,1,1,34175.405,0,1,1,2,5,39.99,118.0,1497,475000
